name,amg_movie_id,movie_title,role_type,rating,year,id
Bette Midler,V 570975,Casting By,Participant,,2012,18148
Gary Busey,V 573488,Matt's Chance,Normal Acting,,2013,18207
Gary Busey,V 584126,Lizzie,Normal Acting,,2012,18208
Uma Thurman,V 563551,Nymphomaniac: Part One,Normal Acting,,2013,18329
James Franco,V 583224,The Little Prince,Normal Acting,,2015,18536
James Franco,V 579395,The Interview,Normal Acting,,2014,18537
James Franco,V 587209,A Fuller Life,Participant,,2013,18538
James Franco,V 574379,"Black Dog, Red Dog",Director,,2013,18542
James Franco,V 574379,"Black Dog, Red Dog",Normal Acting,,2013,18543
James Franco,V 587122,Child of God,Director,,2013,18544
James Franco,V 587122,Child of God,Normal Acting,,2013,18545
James Franco,V 576166,kink,Producer,,2013,18552
James Franco,V 587253,Palo Alto,Normal Acting,,2013,18554
James Franco,V 579046,The Director,Executive Producer,,2013,18559
James Franco,V 579046,The Director,Producer,,2013,18560
James Franco,V 586040,Third Person,Normal Acting,,2013,18561
James Franco,V 562124,Francophrenia,Director,,2012,18565
James Franco,V 562124,Francophrenia,Normal Acting,,2012,18566
James Franco,V 567841,Maladies,Normal Acting,,2012,18568
James Franco,V 574376,Tar,Director,,2012,18570
James Franco,V 574376,Tar,Normal Acting,,2012,18571
James Franco,V 569487,The Letter,Normal Acting,,2012,18573
Eddie Murphy,V 585656,Beverly Hills Cop IV,Normal Acting,,2015,18632
Eddie Murphy,V 493477,Hong Kong Phooey,Voice,,2014,18633
Eddie Murphy,V 579041,I Got Somethin' to Tell You,Participant,,2013,18634
Barbra Streisand,V 590787,Marvin Hamlisch: What He Did For Love,Participant,,2013,18708
Christopher Walken,V 585230,Jersey Boys,Normal Acting,,2014,19066
Christopher Walken,V 590787,Marvin Hamlisch: What He Did For Love,Participant,,2013,19067
Christopher Walken,V 576612,The Power of Few,Normal Acting,,2013,19069
Christopher Walken,V 544500,Gods Behaving Badly,Normal Acting,,2012,19071
Christopher Walken,V 562115,Joe Papp in Five Acts,Participant,,2012,19072
Don Cheadle,V 572067,House of Lies: Season 02,Executive Producer,,2013,19273
Don Cheadle,V 572067,House of Lies: Season 02,Normal Acting,,2013,19274
Don Cheadle,V 569732,St. Vincent De Van Nuys,Executive Producer,,2013,19278
Don Cheadle,V 554163,House of Lies [TV Series],Executive Producer,,2012,19280
Don Cheadle,V 554163,House of Lies [TV Series],Normal Acting,,2012,19281
Don Cheadle,V 572066,House of Lies: Season 01,Executive Producer,,2012,19282
Don Cheadle,V 572066,House of Lies: Season 01,Normal Acting,,2012,19283
Don Cheadle,V 568077,La Source,Voice,,2012,19284
Laura Dern,V 590262,The Fault in Our Stars,Normal Acting,,2014,19572
Laura Dern,V 590975,Call Me Crazy: A Five Film,Director,,2013,19573
Laura Dern,V 573110,Enlightened: Season 02,Normal Acting,,2013,19574
Winona Ryder,V 569487,The Letter,Normal Acting,,2012,19647
Adriana Barraza,V 558945,Mariachi Gringo,Normal Acting,,2012,19950
Genevieve Bujold,V 576664,The Legend of Sarila,Voice,,2013,20057
Halle Berry,V 548732,Dark Tide,Normal Acting,,2012,20186
Halle Berry,V 560536,Whitney Houston: We Will Always Love You,Participant,,2012,20187
Chlo? Sevigny,V 574379,"Black Dog, Red Dog",Normal Acting,,2013,20307
Chlo? Sevigny,V 578811,The Wait,Normal Acting,,2013,20309
Chlo? Sevigny,V 558534,American Horror Story: Season 02,Normal Acting,,2012,20310
Chlo? Sevigny,V 570083,Hit & Miss [TV Series],Normal Acting,,2012,20311
Cloris Leachman,V 536560,Gambit,Normal Acting,,2014,20349
Cloris Leachman,V 579051,Adult World,Normal Acting,,2013,20350
Cloris Leachman,V 567310,The Bronx Bull,Normal Acting,,2013,20351
Joel Grey,V 577819,Broadway Musicals: A Jewish Legacy,Voice,,2013,20518
Marsha Mason,V 580788,The Middle: Dollar Days,Normal Acting,,2013,20638
Marsha Mason,V 580776,The Middle: Thanksgiving IV,Normal Acting,,2012,20639
Christine Lahti,V 577661,Hawaii Five-0: Season 03,Normal Acting,,2012,20780
Sam Waterston,V 580620,Cooper and Hemingway: The True Gen,Participant,,2013,20830
Sam Waterston,V 566592,The Newsroom: Season 01,Normal Acting,,2012,20831
Toni Collette,V 577909,The Boxtrolls,Voice,,2014,20983
Toni Collette,V 574569,Pure Sound: The Gyuto Monks of Tibet,Voice,,2012,20989
Mark Wahlberg,V 589322,Ted 2,Normal Acting,,2015,21479
Mark Wahlberg,V 557779,Transformers: Age of Extinction,Normal Acting,,2014,21480
Mark Wahlberg,V 540014,Three Mississippi,Normal Acting,,2013,21488
Mark Wahlberg,V 540014,Three Mississippi,Producer,,2013,21489
James Earl Jones,V 562115,Joe Papp in Five Acts,Participant,,2012,21536
Ian McKellen,V 569637,The Hobbit: There and Back Again,Normal Acting,,2014,22055
Ian McKellen,V 562354,X-Men: Days of Future Past,Normal Acting,,2014,22057
Ian McKellen,V 577894,Doctor Who: The Snowmen,Normal Acting,,2012,22061
Tess Harper,V 547364,Straight A's,Normal Acting,,2012,22262
Kathleen Turner,V 583769,Dumb and Dumber To,Normal Acting,,2014,22527
Terence Stamp,V 556305,Big Eyes,Normal Acting,,2014,23228
Terence Stamp,V 585615,The Art of the Steal,Normal Acting,,2013,23229
Terence Stamp,V 570852,Unfinished Song,Normal Acting,,2012,23230
Kevin Kline,V 546901,Frank or Francis,Normal Acting,,2015,23326
Kevin Kline,V 587541,The Last of Robin Hood,Normal Acting,,2013,23328
Kevin Kline,V 562115,Joe Papp in Five Acts,Normal Acting,,2012,23330
Kenneth Branagh,V 558503,Cinderella,Director,,2014,23393
Sigourney Weaver,V 584800,Chappie,Normal Acting,,2015,23517
Sigourney Weaver,V 582604,Exodus,Normal Acting,,2014,23518
Sigourney Weaver,V 568977,Political Animals,Normal Acting,,2012,23519
Sigourney Weaver,V 531315,The Cold Light of Day,Normal Acting,,2012,23521
Casey Affleck,V 593225,Boston Strangler,Normal Acting,,2016,23627
Casey Affleck,V 576585,Interstellar,Normal Acting,,2014,23628
Tom Courtenay,V 536560,Gambit,Normal Acting,,2014,23702
Michael O'Keefe,V 578811,The Wait,Normal Acting,,2013,24317
Michael O'Keefe,V 568001,A Thousand Cuts,Normal Acting,,2012,24318
Michael O'Keefe,V 587657,Junction,Normal Acting,,2012,24319
Samuel L. Jackson,V 591058,Cell,Normal Acting,,2015,24401
Samuel L. Jackson,V 570172,The Avengers: Age of Ultron,Normal Acting,,2015,24402
Samuel L. Jackson,V 579827,The Secret Service,Normal Acting,,2015,24404
Samuel L. Jackson,V 582212,Big Game,Normal Acting,,2014,24405
Samuel L. Jackson,V 562324,Captain America: The Winter Soldier,Normal Acting,,2014,24406
Samuel L. Jackson,V 586321,Kite,Normal Acting,,2014,24407
Samuel L. Jackson,V 586043,Reasonable Doubt,Normal Acting,,2014,24408
Samuel L. Jackson,V 535343,Robocop,Normal Acting,,2014,24409
Samuel L. Jackson,V 474013,The Last Dragon,Normal Acting,,2014,24410
Samuel L. Jackson,V 568482,Zambezia,Voice,,2012,24420
Melissa McCarthy,V 579386,Tammy,Normal Acting,,2014,24654
Melissa McCarthy,V 579386,Tammy,Producer,,2014,24655
Melissa McCarthy,V 579386,Tammy,Screenwriter,,2014,24656
Melissa McCarthy,V 569732,St. Vincent De Van Nuys,Normal Acting,,2013,24658
Felicity Huffman,V 582212,Big Game,Normal Acting,,2014,24710
Felicity Huffman,V 580344,Rudderless,Normal Acting,,2014,24711
Richard Dreyfuss,V 570642,Coma,Normal Acting,,2012,24753
Talia Shire,V 583127,The Return of Joe Rich,Normal Acting,,2012,24861
Rosie Perez,V 586035,The Hero of Color City,Voice,,2014,25216
Rosie Perez,V 356928,The Hero of Color City,Voice,,2013,25218
Rosie Perez,V 544500,Gods Behaving Badly,Normal Acting,,2012,25219
Rosie Perez,V 558445,Small Apartments,Normal Acting,,2012,25220
Lorraine Bracco,V 568043,Rizzoli & Isles: Season 04,Normal Acting,,2013,25266
Lorraine Bracco,V 559139,Rizzoli & Isles: Season 03,Normal Acting,,2012,25267
Minnie Driver,V 592866,Blackbird,Normal Acting,,2014,25427
Sissy Spacek,V 580330,Amazon Gold,Voice,,2012,25471
Graham Greene,V 592192,From Above,Normal Acting,,2014,25704
Graham Greene,V 581711,Attack From Beneath,Normal Acting,,2013,25705
Graham Greene,V 578483,Defiance [TV Series],Normal Acting,,2013,25706
Graham Greene,V 590068,The Birder,Normal Acting,,2013,25707
Graham Greene,V 563555,Seattle's Loch Ness: The Lake Washington Sea Monster,Voice,,2012,25708
Ellen Burstyn,V 593588,The Age of Adaline,Normal Acting,,2015,26068
Ellen Burstyn,V 581057,Draft Day,Normal Acting,,2014,26069
Ellen Burstyn,V 570642,Coma,Normal Acting,,2012,26070
Ellen Burstyn,V 568977,Political Animals,Normal Acting,,2012,26071
Ann Blyth,V 571852,Christmas Clips,Performance,,2012,26337
Whoopi Goldberg,V 574379,"Black Dog, Red Dog",Normal Acting,,2013,26760
Whoopi Goldberg,V 579041,I Got Somethin' to Tell You,Director,,2013,26761
Whoopi Goldberg,V 579041,I Got Somethin' to Tell You,Executive Producer,,2013,26762
Whoopi Goldberg,V 579041,I Got Somethin' to Tell You,Screenwriter,,2013,26763
Whoopi Goldberg,V 579556,Richard Pryor: Omit the Logic,Participant,,2013,26764
Whoopi Goldberg,V 591743,Whoopi Goldberg Presents Moms Mabley,Director,,2013,26765
Whoopi Goldberg,V 591743,Whoopi Goldberg Presents Moms Mabley,Producer,,2013,26766
Whoopi Goldberg,V 590834,The Contradictions of Fair Hope,Voice,,2012,26768
Emily Watson,V 585497,Belle,Normal Acting,,2014,27488
Jane Fonda,V 593710,Better Living Through Chemistry,Normal Acting,,2014,26953
Jane Fonda,V 578687,This Is Where I Leave You,Normal Acting,,2014,26954
Jane Fonda,V 572038,Jane Fonda: AM/PM Yoga for Beginners,Instructor,,2012,26956
Emily Watson,V 589814,The Theory of Everything,Normal Acting,,2015,27487
Rooney Mara,V 551559,Untitled Terrence Malick Production,Normal Acting,,2014,27523
Kristin Scott Thomas,V 593596,My Old Lady,Normal Acting,,2014,27535
Kristin Scott Thomas,V 588963,Before the Winter Chill,Normal Acting,,2013,27536
Michelle Williams,V 582418,The Double Hour,Normal Acting,,2014,27670
Hugh Jackman,V 584800,Chappie,Normal Acting,,2015,27728
Hugh Jackman,V 495307,The Greatest Showman on Earth,Normal Acting,,2014,27729
Hugh Jackman,V 495307,The Greatest Showman on Earth,Producer,,2014,27730
Hugh Jackman,V 562354,X-Men: Days of Future Past,Normal Acting,,2014,27731
Hugh Jackman,V 489082,Unbound Captives,Normal Acting,,2013,27737
Hugh Jackman,V 562802,WWE: Superstar Collection - Zack Ryder,Participant,,2012,27740
Seymour Cassel,V 556978,Booster,Normal Acting,,2012,27826
Seymour Cassel,V 573228,Broken Kingdom,Normal Acting,,2012,27827
Kevin McCarthy,V 558709,The Ghastly Love of Johnny X,Normal Acting,,2012,28019
Cary Grant,V 587458,Alfred Hitchcock: Master of Suspense,Participant,,2013,28441
Ryan O'Neal,V 560734,Slumber Party Slaughter,Normal Acting,,2012,28636
Daniel Day Lewis,V 578280,Access to the Danger Zone,Normal Acting,,2012,28807
Bruce Davison,V 576783,Beyond the Heavens,Normal Acting,,2012,28832
Bruce Davison,V 566509,Bigfoot,Director,,2012,28833
Bruce Davison,V 566509,Bigfoot,Normal Acting,,2012,28834
Bruce Davison,V 577257,Earth's Final Hours,Normal Acting,,2012,28835
Bruce Davison,V 585805,Return of the Killer Shrews,Normal Acting,,2012,28836
Bruce Davison,V 561631,Stealing Roses,Normal Acting,,2012,28838
Woody Harrelson,V 558549,Game Change,Normal Acting,,2012,29000
Timothy Hutton,V 585657,Louder Than Words,Normal Acting,,2013,29344
Julie Walters,V 416831,Paddington Bear,Normal Acting,,2014,29769
Julie Walters,V 592021,The Harry Hill Movie,Normal Acting,,2013,29771
Jennifer Tilly,V 582821,Amelia's 25th,Normal Acting,,2012,29823
Melissa Leo,V 579048,Bottled Up,Normal Acting,,2013,29917
Melissa Leo,V 579048,Bottled Up,Producer,,2013,29918
Melissa Leo,V 548726,Brooklyn Brothers Beat the Best,Normal Acting,,2012,29924
Maggie Smith,V 593596,My Old Lady,Normal Acting,,2014,30068
Maggie Smith,V 569364,Downton Abbey: Series 03,Normal Acting,,2012,30069
Anne Hathaway,V 583913,The Lifeboat,Normal Acting,,2015,30245
Anne Hathaway,V 593404,Don Peyote,Normal Acting,,2014,30247
Anne Hathaway,V 484085,Get Happy,Normal Acting,,2014,30248
Anne Hathaway,V 576585,Interstellar,Normal Acting,,2014,30249
Anne Hathaway,V 571337,Rio 2,Voice,,2014,30250
Cher,V 584868,"Dear Mom, Love Cher",Executive Producer,,2013,30384
Cher,V 584868,"Dear Mom, Love Cher",Participant,,2013,30385
James Woods,V 591119,Jamesy Boy,Normal Acting,,2013,30427
James Woods,V 580624,Mary and Martha,Normal Acting,,2013,30429
James Woods,V 570642,Coma,Normal Acting,,2012,30431
James Woods,V 572972,Officer Down,Normal Acting,,2012,30432
Albert Brooks,V 569275,Finding Dory,Voice,,2016,30713
Norma Aleandro,V 562183,All In,Normal Acting,,2012,30759
James Cromwell,V 558534,American Horror Story: Season 02,Normal Acting,,2012,30793
James Cromwell,V 550481,Cowgirls 'n Angels,Normal Acting,,2012,30794
James Cromwell,V 560593,Memorial Day,Normal Acting,,2012,30795
River Phoenix,V 569918,Dark Blood,Normal Acting,,2012,30904
Viggo Mortensen,V 572810,The Two Faces of January,Normal Acting,,2013,30924
Russell Crowe,V 568720,Harker,Normal Acting,,2014,31482
Russell Crowe,V 549887,Noah,Normal Acting,,2014,31483
Russell Crowe,V 586517,Winter's Tale,Normal Acting,,2014,31484
Woody Allen,V 590224,Magic in the Moonlight,Director,,2014,31531
Woody Allen,V 558980,Fading Gigolo,Normal Acting,,2013,31534
Woody Allen,V 590787,Marvin Hamlisch: What He Did For Love,Participant,,2013,31535
Woody Allen,V 570975,Casting By,Participant,,2012,31537
Woody Allen,V 576708,Erroll Garner: No One Can Hear You Read,Archival Appearance,,2012,31538
Judd Hirsch,V 590487,The Red Robin,Normal Acting,,2013,31822
Judd Hirsch,V 577651,The Good Wife: Here Comes the Judge,Normal Acting,,2012,31823
Mariel Hemingway,V 575149,Rise of the Zombies,Normal Acting,,2012,31873
Javier Bardem,V 577114,The Gunman,Normal Acting,,2014,31966
Javier Bardem,V 579402,Alacr??n enamorado,Normal Acting,,2013,31967
Kathy Bates,V 579386,Tammy,Normal Acting,,2014,32021
Elizabeth McGovern,V 569364,Downton Abbey: Series 03,Normal Acting,,2012,32436
Brenda Fricker,V 584017,A Long Way From Home,Normal Acting,,2013,32872
Bradley Cooper,V 581791,American Sniper,Normal Acting,,2015,32998
Bradley Cooper,V 568178,Guardians of the Galaxy,Voice,,2014,32999
Bradley Cooper,V 579007,Serena,Normal Acting,,2014,33000
Bradley Cooper,V 580647,Untitled Hawaii Project,Normal Acting,,2014,33001
Catherine Keener,V 546901,Frank or Francis,Normal Acting,,2015,33201
Catherine Keener,V 567841,Maladies,Normal Acting,,2012,33206
Thomas Haden Church,V 581598,Heaven Is for Real,Normal Acting,,2014,33255
Thomas Haden Church,V 579549,Whitewash,Normal Acting,,2012,33258
John Hawkes,V 592540,Low Down,Normal Acting,,2014,33302
John Hawkes,V 557023,Life of Crime,Normal Acting,,2013,33303
John Hawkes,V 568967,Arcadia,Normal Acting,,2012,33304
John Hawkes,V 561256,The Playroom,Normal Acting,,2012,33306
Nicole Kidman,V 416831,Paddington Bear,Normal Acting,,2014,33375
Nicole Kidman,V 562330,Grace of Monaco,Normal Acting,,2013,33376
Nicole Kidman,V 558532,The Railway Man,Normal Acting,,2013,33378
Nicole Kidman,V 564268,Hemingway & Gellhorn,Normal Acting,,2012,33379
Christopher Plummer,V 576664,The Legend of Sarila,Voice,,2013,33443
Christopher Plummer,V 579196,Titans of the Ice Age,Voice,,2012,33446
Richard Jenkins,V 564349,One Square Mile,Normal Acting,,2013,33658
Paul Giamatti,V 584096,Love & Mercy,Normal Acting,,2015,33987
Paul Giamatti,V 583224,The Little Prince,Normal Acting,,2015,33988
Paul Giamatti,V 546904,The Amazing Spider-Man 2,Normal Acting,,2014,33989
Paul Giamatti,V 579050,Almost Christmas,Normal Acting,,2013,33993
Paul Giamatti,V 482189,Downsizing,Normal Acting,,2013,33994
Paul Giamatti,V 582643,The Congress,Normal Acting,,2013,33998
Robert Stack,V 580620,Cooper and Hemingway: The True Gen,Participant,,2013,34062
Linda Hunt,V 565494,NCIS: Los Angeles: Season 04,Normal Acting,,2012,34195
Keira Knightley,V 584097,The Other Typist,Normal Acting,,2015,34345
Keira Knightley,V 584097,The Other Typist,Producer,,2015,34346
Keira Knightley,V 592565,Laggies,Normal Acting,,2014,34349
Keira Knightley,V 592994,The Imitation Game,Normal Acting,,2014,34350
Keira Knightley,V 585941,Can a Song Save Your Life?,Normal Acting,,2013,34351
Octavia Spencer,V 586796,Get On Up,Normal Acting,,2015,34381
Octavia Spencer,V 581529,30 Rock: Game Over,Normal Acting,,2013,34382
Octavia Spencer,V 558413,Snowpiercer,Normal Acting,,2013,34389
Barbara Hershey,V 578611,Left to Die,Normal Acting,,2012,34413
Marlee Matlin,V 585470,4closed,Normal Acting,,2013,34663
Marlee Matlin,V 581175,Switched at Birth: Season 02,Normal Acting,,2013,34665
Marlee Matlin,V 557284,Excision,Normal Acting,,2012,34666
Nick Nolte,V 582905,Return to Sender,Normal Acting,,2015,34753
Nick Nolte,V 549887,Noah,Voice,,2014,34754
Will Smith,V 591760,The City That Sailed,Normal Acting,,2015,34964
Will Smith,V 591760,The City That Sailed,Producer,,2015,34965
Will Smith,V 574253,Focus,Normal Acting,,2014,34967
Isabelle Adjani,V 570084,David et Madame Hansen,Normal Acting,,2012,35034
Isabelle Adjani,V 571193,Ishkq in Paris,Normal Acting,,2012,35035
Vera Farmiga,V 579344,The Judge,Normal Acting,,2014,35098
Vera Farmiga,V 581065,At Middleton,Normal Acting,,2013,35099
Vera Farmiga,V 590901,Closer to the Moon,Normal Acting,,2013,35100
Terrence Howard,V 590868,House of Bodies,Normal Acting,,2013,35138
Terrence Howard,V 586100,The Being Experience: Transparency and Punishment,Normal Acting,,2013,35142
Terrence Howard,V 577667,Hawaii Five-0: I Ka Wa Mamua (In a Time Past),Normal Acting,,2012,35144
Chris Cooper,V 546904,The Amazing Spider-Man 2,Normal Acting,,2014,35202
Sidney Poitier,V 579041,I Got Somethin' to Tell You,Participant,,2013,35262
Mark Ruffalo,V 570172,The Avengers: Age of Ultron,Normal Acting,,2015,35336
Mark Ruffalo,V 549763,Foxcatcher,Normal Acting,,2014,35338
Mark Ruffalo,V 592633,Infinitely Polar Bear,Normal Acting,,2014,35339
Mark Ruffalo,V 585941,Can a Song Save Your Life?,Normal Acting,,2013,35340
Mark Ruffalo,V 572971,Dear Governor Cuomo,,,2012,35342
Joan Cusack,V 585191,Welcome to Me,Normal Acting,,2014,35392
Charlize Theron,V 586362,Dark Places,Normal Acting,,2015,35577
Charlize Theron,V 503766,Mad Max: Fury Road,Normal Acting,,2015,35578
Charlize Theron,V 577940,A Million Ways to Die in the West,Normal Acting,,2014,35580
Charlize Theron,V 575241,Sympathy for Lady Vengeance,Normal Acting,,2014,35581
Charlize Theron,V 585348,Angels in Exile,Voice,,2013,35582
Shirley MacLaine,V 562753,Wild Oats,Normal Acting,,2013,35959
Shirley MacLaine,V 569364,Downton Abbey: Series 03,Normal Acting,,2012,35960
Matt Damon,V 551050,Untitled Whitey Bulger Picture,Normal Acting,,2016,36294
Matt Damon,V 591891,Sleeper,Producer,,2015,36295
Matt Damon,V 573665,The Monuments Men,Normal Acting,,2014,36296
Matt Damon,V 469509,Behind the Candelabra,Normal Acting,,2013,36297
Matt Damon,V 583464,House of Lies: Damonschildren.org,Normal Acting,,2013,36299
Matt Damon,V 584962,The Zero Theorem,Normal Acting,,2013,36300
Jeff Bridges,V 545789,Seventh Son,Normal Acting,,2015,36454
Jeff Bridges,V 583224,The Little Prince,Normal Acting,,2015,36456
Jeff Bridges,V 589156,The Giver,Normal Acting,,2014,36457
Jeff Bridges,V 570975,Casting By,Participant,,2012,36459
Patricia Neal,V 580620,Cooper and Hemingway: The True Gen,Participant,,2013,36552
Eric Roberts,V 576484,The Human Centipede 3,Normal Acting,,2014,36898
Eric Roberts,V 587230,2 Bedroom 1 Bath,Normal Acting,,2013,36899
Eric Roberts,V 574372,A Talking Cat!?!,Voice,,2013,36900
Eric Roberts,V 593752,Abstraction,Normal Acting,,2013,36901
Eric Roberts,V 586692,All American Christmas Carol,Normal Acting,,2013,36902
Eric Roberts,V 586989,Bonnie & Clyde: Justified,Normal Acting,,2013,36904
Eric Roberts,V 574176,Hansel & Gretel: Warriors of Witchcraft,Normal Acting,,2013,36905
Eric Roberts,V 575495,Out in the Open,Participant,,2013,36907
Eric Roberts,V 583795,Revelation Road 2: The Sea of Glass and Fire,Normal Acting,,2013,36908
Eric Roberts,V 584115,Run,Normal Acting,,2013,36909
Eric Roberts,V 583455,Self Storage,Normal Acting,,2013,36910
Eric Roberts,V 577449,The Mark 2: Redemption,Normal Acting,,2013,36912
Eric Roberts,V 577445,This Is Our Time,Normal Acting,,2013,36913
Eric Roberts,V 576553,White T,Normal Acting,,2013,36914
Eric Roberts,V 576298,23 Minutes to Sunrise,Normal Acting,,2012,36916
Eric Roberts,V 568940,A Halloween Puppy,Normal Acting,,2012,36917
Eric Roberts,V 589390,Bullet in the Face [TV Series],Normal Acting,,2012,36918
Eric Roberts,V 570101,Christmas in Compton,Normal Acting,,2012,36919
Eric Roberts,V 577443,Paranormal Movie,Normal Acting,,2012,36921
Eric Roberts,V 571253,Revelation Road: The Beginning of the End,Normal Acting,,2012,36922
Eric Roberts,V 556044,Snow White: A Deadly Summer,Normal Acting,,2012,36923
Eric Roberts,V 575409,So This Is Christmas,Normal Acting,,2012,36924
Eric Roberts,V 568062,Stealing Las Vegas,Normal Acting,,2012,36925
Eric Roberts,V 570842,The Child,Normal Acting,,2012,36926
Eric Roberts,V 581902,The Cloth,Normal Acting,,2012,36927
Eric Roberts,V 560741,The Dead Want Women,Normal Acting,,2012,36928
Eric Roberts,V 569901,The Mark,Normal Acting,,2012,36929
Eric Roberts,V 579883,Worth: The Testimony of Johnny St. James,Normal Acting,,2012,36930
Quvenzhan_ Wallis,V 533219,Annie,Normal Acting,,2014,37083
Ann-Margret,V 590787,Marvin Hamlisch: What He Did For Love,Participant,,2013,37288
Dustin Hoffman,V 582217,Chef,Normal Acting,,2014,37616
Al Pacino,V 536985,Gotti: In the Shadow of My Father,Normal Acting,,2014,37699
Al Pacino,V 576794,Happy Valley,Normal Acting,,2014,37700
Al Pacino,V 573603,Imagine,Normal Acting,,2014,37701
Al Pacino,V 471761,The Irishman,Normal Acting,,2014,37702
Al Pacino,V 584127,Phil Spector,Normal Acting,,2013,37703
Al Pacino,V 591536,Salom??,Director,,2013,37704
Al Pacino,V 591536,Salom??,Normal Acting,,2013,37705
Al Pacino,V 570975,Casting By,Participant,,2012,37707
Lily Tomlin,V 579556,Richard Pryor: Omit the Logic,Participant,,2013,37878
Lily Tomlin,V 577780,Malibu Country,Normal Acting,,2012,37879
Sally Kirkland,V 590958,Suburban Gothic,Normal Acting,,2013,38085
Sally Kirkland,V 562254,Archaeology of a Woman,Normal Acting,,2012,38086
Sally Kirkland,V 572794,Broken Roads,Normal Acting,,2012,38087
Sally Kirkland,V 527757,The Wayshower,Normal Acting,,2012,38088
Matt Dillon,V 530129,Inferno,Normal Acting,,2012,38218
Jane Alexander,V 577654,The Good Wife: Battle of the Proxies,Normal Acting,,2012,38278
Michael Douglas,V 569113,Ant-Man,Normal Acting,,2015,38619
Michael Douglas,V 583417,And So It Goes,Normal Acting,,2014,38620
Michael Douglas,V 469509,Behind the Candelabra,Normal Acting,,2013,38621
Michael Douglas,V 572993,Reykjavik,Normal Acting,,2013,38623
Michael Douglas,V 587613,The Prime Ministers: The Pioneers,Voice,,2013,38624
Jean Dujardin,V 582259,La French,Normal Acting,,2014,38715
Jean Dujardin,V 573665,The Monuments Men,Normal Acting,,2014,38716
Jean Dujardin,V 577392,M??bius,Normal Acting,,2013,38717
Jean Dujardin,V 557207,Les infid??les,Director,,2012,38719
Jean Dujardin,V 557207,Les infid??les,Normal Acting,,2012,38720
Stephen Rea,V 583367,Tasting Menu,Normal Acting,,2013,39139
Stephen Rea,V 569604,Werewolf: The Beast Among Us,Normal Acting,,2012,39142
Judy Davis,V 569918,Dark Blood,Normal Acting,,2012,39310
Haley Joel Osment,V 593444,I'll Follow You Down,Normal Acting,,2013,39362
Haley Joel Osment,V 563328,Sassy Pants,Normal Acting,,2012,39363
Gary Oldman,V 579272,Child 44,Normal Acting,,2014,39488
Gary Oldman,V 565196,Dawn of the Planet of the Apes,Normal Acting,,2014,39489
Gary Oldman,V 535343,Robocop,Normal Acting,,2014,39491
Audrey Hepburn,V 571858,Audrey Hepburn in the Movies,Archival Appearance,,2012,39562
Ernest Borgnine,V 573690,2012 Battle for Supremacy,Normal Acting,,2012,39604
Ernest Borgnine,V 575071,The Man Who Shook the Hand of Vicente Fernandez,Normal Acting,,2012,39605
Denzel Washington,V 585770,Shovel Ready,Normal Acting,,2015,39809
Denzel Washington,V 569442,The Equalizer,Normal Acting,,2014,39810
Annette Bening,V 573603,Imagine,Normal Acting,,2014,40212
Annette Bening,V 583149,The Face of Love,Normal Acting,,2013,40214
Annette Bening,V 562643,The Look of Love,Normal Acting,,2013,40215
Annette Bening,V 570951,Yogawoman,Voice,,2012,40218
Jennifer Connelly,V 549887,Noah,Normal Acting,,2014,40252
Jennifer Connelly,V 586517,Winter's Tale,Normal Acting,,2014,40253
Amy Ryan,V 576060,Breathe In,Normal Acting,,2013,40451
Amy Ryan,V 571571,Clear History,Normal Acting,,2013,40452
Tom Berenger,V 564276,Hatfields & McCoys,Normal Acting,,2012,40496
Tom Berenger,V 583135,War Flowers,Normal Acting,,2012,40497
Robin Williams,V 577901,Night at the Museum 3,Normal Acting,,2015,40587
Robin Williams,V 579556,Richard Pryor: Omit the Logic,Participant,,2013,40589
Robin Williams,V 590455,The Crazy Ones [TV Series],Normal Acting,,2013,40591
Robin Williams,V 583149,The Face of Love,Normal Acting,,2013,40592
Robin Williams,V 562643,The Look of Love,Normal Acting,,2013,40593
William Hurt,V 586517,Winter's Tale,Normal Acting,,2014,40736
William Hurt,V 591623,Bonnie and Clyde,Normal Acting,,2013,40737
William Hurt,V 565099,J'enrage de son absence,Normal Acting,,2012,40740
Michael Clarke Duncan,V 578783,A Resurrection,Normal Acting,,2013,40825
Michael Clarke Duncan,V 578175,From the Rough,Normal Acting,,2012,40826
Tom Conti,V 550484,StreetDance 2,Normal Acting,,2012,40878
Tatum O'Neal,V 583544,Mr. Sophistication,Normal Acting,,2012,40929
Billy Bob Thornton,V 579344,The Judge,Normal Acting,,2014,41552
Billy Bob Thornton,V 585277,Cut Bank,Normal Acting,,2013,41553
Billy Bob Thornton,V 556214,Red Machine,Normal Acting,,2013,41555
Sharon Stone,V 584064,Brave Miss World,Co-Executive Producer,,2013,41645
Sharon Stone,V 558980,Fading Gigolo,Normal Acting,,2013,41646
Sharon Stone,V 573217,Border Run,Executive Producer,,2012,41648
Sharon Stone,V 573217,Border Run,Normal Acting,,2012,41649
Sharon Stone,V 544500,Gods Behaving Badly,Normal Acting,,2012,41650
Sharon Stone,V 530129,Inferno,Normal Acting,,2012,41651
Karen Black,V 578153,Ooga Booga,Normal Acting,,2013,41862
Karen Black,V 569918,Dark Blood,Normal Acting,,2012,41863
Joaquin Phoenix,V 577055,Inherent Vice,Normal Acting,,2014,42428
